Network Slice ID,Timestamp,Device ID,Traffic Load (bps),Traffic Type,Network Utilization (%),Latency (ms),Packet Loss Rate (%),Signal Strength (dBm),Bandwidth Utilization (%),Network Slice Failure,QoS Metric (Throughput),Overload Status,Device Type,Region,Network Failure Count,Time of Day,Weather Conditions,Congestion Score,Congestion Class
2,2025-01-13 16:00:00,141,0.7509236919186973,1,0.1331471512648334,0.421671390057719,0.521362629948521,0.0999208802426463,0.6844044649225838,0,0.6736675112870515,1,2,0,0,2,1,0.5185682512633076,Medium
1,2025-01-13 17:00:00,157,0.8954959446586125,0,0.9282290474458345,0.4110600372957473,0.1720254611745319,0.6057956026100408,0.4677933356761712,1,0.9236953212076122,0,2,3,4,1,1,0.6230777342699348,High
4,2025-01-13 18:00:00,111,0.9337479189109784,3,0.8681385222331761,0.2316283906218603,0.3054219370475415,0.6802738810376958,0.0926373690171566,1,0.643618304327748,1,2,0,3,1,2,0.5905694968118875,High
2,2025-01-13 19:00:00,102,0.0498827022551437,0,0.7079319971179721,0.1365142453568019,0.321460493623867,0.6432448717156749,0.7907547372090327,1,0.843793070715846,1,1,1,3,1,0,0.3184888672008681,Low
4,2025-01-13 20:00:00,117,0.1176249321142084,1,0.1060555805784591,0.1969184092049749,0.159549496681883,0.8619598084889821,0.0752501139520189,0,0.554800065454883,1,0,1,4,2,1,0.13994226324309697,Low
2,2025-01-13 21:00:00,139,0.442097871279636,1,0.7762419697326155,0.0553590285465519,0.2051244796962861,0.4863694629494064,0.0683709306124134,1,0.4620221906262234,0,2,3,2,2,1,0.42347001847440524,Low
4,2025-01-13 22:00:00,120,0.5208620827806021,1,0.8083470957602792,0.1983626660392433,0.7887762905702573,0.1335684864306356,0.5373074247216638,0,0.5279472318452748,0,1,0,1,0,1,0.6202559984640122,High
3,2025-01-13 23:00:00,114,0.5285198226511516,3,0.768122997551453,0.0091612216979936,0.1671190857400431,0.2888829300156177,0.1599281825898899,1,0.3194496164774507,0,0,3,0,1,1,0.4577283727489137,Medium
4,2025-01-14 00:00:00,196,0.8594708469475878,1,0.1138136939483955,0.6281072265064133,0.0283133662055259,0.6627897391501012,0.0074802635910238,1,0.6575950082589134,1,0,1,0,2,0,0.4237711245835922,Low
3,2025-01-14 01:00:00,198,0.3648783397583711,3,0.6441696131505761,0.3167773167542852,0.6295022166369192,0.613365157423073,0.4229995628610794,0,0.8970797452678021,0,0,1,0,2,0,0.46803801046017074,Medium
3,2025-01-14 02:00:00,125,0.6534641785596639,0,0.8347351546264223,0.9744907735698302,0.9762984298072752,0.5310521546061868,0.1370096652751771,1,0.7821228164310637,0,2,3,0,1,2,0.7837349292906508,High
4,2025-01-14 03:00:00,107,0.4946303451714283,1,0.5775630826531217,0.1939426299958895,0.3312165574958941,0.6833727353155397,0.1603154845767838,0,0.4613914073271034,0,0,0,3,1,0,0.40401345628236857,Low
3,2025-01-14 04:00:00,199,0.7854230286411268,0,0.6466709831890374,0.3462728207012306,0.1185554033746217,0.637691414507076,0.0766833078172732,0,0.9538908798206998,1,2,2,1,1,0,0.499407665427919,Medium
1,2025-01-14 05:00:00,193,0.6528198199802352,2,0.4584802377024581,0.3583026779867502,0.570506013394368,0.8822022023991778,0.2049084329028985,0,0.9854320585440208,0,1,3,4,0,1,0.4527311216673019,Medium
3,2025-01-14 06:00:00,186,0.8913426696699639,0,0.5288790119869822,0.0084107428168112,0.9066357672101952,0.5861954736704682,0.7154661317765201,0,0.4925287007842692,0,0,1,4,0,2,0.5548036130085578,Medium
2,2025-01-14 07:00:00,141,0.7558381780788989,2,0.0341625114814045,0.8403614715273938,0.784284051724052,0.7792357958419376,0.8089398838063269,0,0.8645062979769225,0,1,2,2,0,2,0.5163297050778718,Medium
4,2025-01-14 08:00:00,143,0.1241697901550021,0,0.6392208163930682,0.031987551590813,0.6226598270137723,0.2480887304613324,0.4524294179290671,1,0.0036221840301552,0,2,3,4,1,1,0.4034308264380462,Low
1,2025-01-14 09:00:00,113,0.0324761175559334,3,0.0812696248142996,0.9414785075077944,0.3150514068290022,0.6785795952206966,0.506467294083959,0,0.0655805358526414,1,2,2,1,2,2,0.312202908835363,Low
4,2025-01-14 10:00:00,177,0.8375292687921226,0,0.4351131187013597,0.8933038688040983,0.5419850417704054,0.9031207737653332,0.0324131995642822,1,0.0212621249775529,0,2,3,4,1,0,0.5926510108349511,High
2,2025-01-14 11:00:00,101,0.4699254814326795,3,0.2926424487988841,0.5362388642086948,0.0911312534032082,0.3854378797446329,0.0690864415097438,0,0.7729215238146163,0,0,1,3,2,2,0.40374376144841617,Low
2,2025-01-14 12:00:00,136,0.7142976380196046,3,0.5456127000067457,0.5443241294951476,0.6791167384761169,0.7797398133498341,0.2573996023876972,0,0.0787195395122115,1,0,3,4,0,1,0.5587489491745594,Medium
2,2025-01-14 13:00:00,168,0.3010156159578352,1,0.1332793318495002,0.6546648725337609,0.7252897057119817,0.7252965070585113,0.543824138050965,1,0.0159169629830695,1,1,2,0,0,2,0.38950569125660656,Low
3,2025-01-14 14:00:00,137,0.532423812109935,3,0.6919423362406092,0.3875535210926003,0.9653416243214896,0.0584604787640148,0.7395409883259769,1,0.1464390069982877,1,2,0,0,0,2,0.6696344131397772,High
3,2025-01-14 15:00:00,140,0.8535347352676704,2,0.7953911947841097,0.6480998087754383,0.260365771625106,0.5816767471040081,0.6049488048072282,0,0.3055024769698137,1,1,1,0,2,2,0.6436547979461974,High
4,2025-01-14 16:00:00,161,0.6210459308588777,1,0.1632408257309796,0.0447798435694799,0.0183075451907557,0.12929070448912,0.392003831793323,0,0.4640952649108343,1,2,1,0,2,1,0.33838018396660563,Low
4,2025-01-14 17:00:00,159,0.1006167591100506,1,0.1041533559910985,0.0540724217989519,0.545715140300801,0.9683998069300586,0.1181103147183004,1,0.0643267512706214,0,2,2,3,1,0,0.14860431314068903,Low
1,2025-01-14 18:00:00,113,0.8256281105047142,0,0.1453879277370946,0.4578348181250868,0.7069753171694824,0.8121195054998269,0.7807765843999159,1,0.4984172641187645,1,1,3,3,1,2,0.4685493449359179,Medium
1,2025-01-14 19:00:00,188,0.3389704507616563,3,0.8775713468683564,0.550359519539181,0.7906328240084681,0.108776768535646,0.3636527398037388,0,0.2472004393300189,1,2,3,3,1,0,0.6664857616362627,High
4,2025-01-14 20:00:00,183,0.508366645596104,3,0.528360549290595,0.8890410387205984,0.1936750316179669,0.1208334039678025,0.736042707940366,0,0.2735415156341633,1,1,3,4,0,0,0.5979162506133191,High
3,2025-01-14 21:00:00,101,0.0374184257618789,2,0.4673847026480238,0.1047581881684677,0.2617219390335135,0.5946729476578885,0.5128944258229984,0,0.82171828378621,0,0,1,0,1,0,0.24720976844251297,Low
2,2025-01-14 22:00:00,169,0.1743785667862643,0,0.1065539609903669,0.8237776394620727,0.5126815950888852,0.3444981579457038,0.7386516017651736,1,0.9869343108422448,0,1,1,2,0,2,0.41021617540804955,Low
4,2025-01-14 23:00:00,116,0.0932405783424293,0,0.6498220735881945,0.2102963924647198,0.330603255673917,0.0337819295309933,0.9073343747976904,0,0.4632576251390159,0,1,2,2,2,0,0.4223481403970385,Low
1,2025-01-15 00:00:00,188,0.3781116175959972,1,0.8684362485318919,0.3945972690226139,0.8607708193306044,0.5417156856918373,0.9210788324633876,1,0.3209966402811847,1,2,3,0,0,2,0.5884146903823102,High
3,2025-01-15 01:00:00,127,0.7912790128293018,1,0.8285914341102094,0.3170046705621725,0.473831999403013,0.3875556468916783,0.5350296160097667,1,0.9313934575452294,0,1,3,1,0,2,0.6313099987240126,High
4,2025-01-15 02:00:00,165,0.4327474381460279,1,0.6263024228729182,0.4006776217715839,0.7998084381734777,0.1001090142765921,0.5114234667474193,0,0.4998852069653855,1,0,2,4,0,2,0.5998529031935861,High
4,2025-01-15 03:00:00,134,0.4397775126645952,2,0.0750963113925036,0.1506589432235916,0.5807434089300259,0.8026099640750857,0.2655130004146064,0,0.7300615883646493,1,0,1,2,2,0,0.27557026138723406,Low
3,2025-01-15 04:00:00,104,0.0501742772945397,2,0.1122436088306559,0.5042410894720958,0.7733070947452398,0.9160338799248432,0.9358539886886984,1,0.4130744873569069,0,0,1,3,2,2,0.2700436716487775,Low
4,2025-01-15 05:00:00,164,0.0544143570659093,1,0.0491063012317001,0.8027421054270412,0.3326764367720316,0.7571763375982588,0.4578167061239984,0,0.2016338569497817,0,0,0,1,1,1,0.2727536005358765,Low
3,2025-01-15 06:00:00,139,0.4617624932114208,0,0.2574390976173231,0.4421158441752307,0.8316618502329133,0.8231603558266247,0.1273805181775822,0,0.6545040872653533,0,1,0,3,1,1,0.41949879070317536,Low
2,2025-01-15 07:00:00,175,0.7950672625777905,2,0.1355262167840691,0.4912659650748782,0.2745476000848005,0.2157959700263738,0.4325941899570422,1,0.6644733727697223,1,0,3,1,1,1,0.4897143073642045,Medium
3,2025-01-15 08:00:00,155,0.2859983885471105,0,0.2600099274565481,0.8499348464232773,0.5462057215828698,0.2629896735602279,0.1268423528103504,0,0.4595731038469419,0,1,1,1,2,2,0.4989714554889664,Medium
3,2025-01-15 09:00:00,135,0.1202235111866881,0,0.3851175673702263,0.7070202207246553,0.2139530372584183,0.2078141155671096,0.5024438442661778,1,0.2691144384257617,0,1,3,4,2,1,0.41866015203785595,Low
3,2025-01-15 10:00:00,144,0.0731730931882728,3,0.9434779975575984,0.4911065688819908,0.4755992235801153,0.765665859922247,0.5612069272765423,1,0.8316412181127524,0,2,1,3,2,2,0.4588740910115462,Medium
4,2025-01-15 11:00:00,122,0.1091581271534263,1,0.610611529699161,0.2580132012114458,0.3181716316017454,0.9489518400278192,0.3376139186602946,0,0.2744892618155446,0,1,0,3,2,2,0.28692802319152494,Low
4,2025-01-15 12:00:00,146,0.8174261714194141,3,0.8353846513776455,0.886145989363906,0.2666749005383828,0.7173256109530635,0.0714215594191221,1,0.6586478442708839,0,1,2,2,2,2,0.672834297009844,High
3,2025-01-15 13:00:00,130,0.2443276413137347,1,0.7106650447514067,0.5777970068498709,0.967295966395219,0.88234441325887,0.9435602175663608,1,0.3832849741483017,1,2,1,0,0,0,0.5170503058567119,Medium
4,2025-01-15 14:00:00,110,0.9220370634164582,1,0.1123497950408833,0.2214126227182224,0.1599938842391015,0.6390027521828501,0.773354031162427,0,0.471884440285133,1,0,0,0,1,1,0.3810279089664176,Low
1,2025-01-15 15:00:00,109,0.7993351643949039,0,0.7362539180153804,0.2694537286262494,0.7875496916839861,0.3873700098865273,0.8389034739945167,1,0.2104983874032062,0,0,0,2,0,2,0.6478149685974398,High
1,2025-01-15 16:00:00,166,0.6988586283954025,1,0.2750725224619823,0.8042347472308238,0.984484236243255,0.4255618105704672,0.3667360926825918,0,0.6490925428172697,1,1,1,1,1,1,0.6381681010114291,High
4,2025-01-15 17:00:00,113,0.2994086145956678,0,0.6393657545131295,0.0441561216107317,0.0197533104179341,0.0742930597414193,0.7608278437730178,1,0.2249385768974948,1,2,3,2,0,1,0.38534385420082284,Low
4,2025-01-15 18:00:00,179,0.0678045512415309,0,0.3409870492083278,0.9934654875210124,0.6992084634686282,0.0303251118081573,0.4852794316419986,1,0.4851334225248296,1,1,1,2,2,0,0.5512235003657378,Medium
3,2025-01-15 19:00:00,173,0.8063229494039406,1,0.9982101855705016,0.1304861666883812,0.2528765896330521,0.6959135018094493,0.2008968532809005,1,0.3276932300242927,0,1,0,3,1,1,0.5607749802548272,High
2,2025-01-15 20:00:00,192,0.4390073984384042,0,0.2635161026522323,0.7971600278769271,0.0403496307335297,0.4382590377021371,0.1242116175779384,1,0.9635889557003552,1,0,1,2,0,2,0.42537646980275345,Low
4,2025-01-15 21:00:00,109,0.7770597216905121,0,0.2791072600782118,0.395289931606785,0.4029270683927352,0.5523142456559549,0.3449114173511673,1,0.9822262823983512,0,2,2,1,1,2,0.470691655174055,Medium
1,2025-01-15 22:00:00,175,0.0820015847437255,0,0.9311578553508282,0.4928708763267148,0.9355133586143872,0.5577733019733107,0.1373446548921142,1,0.7532266238943235,1,1,3,0,2,1,0.5585250437851428,Medium
3,2025-01-15 23:00:00,193,0.3439739674682384,2,0.0244224573716671,0.8818636726846595,0.0116129767329757,0.2768251709625262,0.9983436066906328,1,0.9839246828789376,0,0,1,4,2,1,0.3786900116124757,Low
4,2025-01-16 00:00:00,100,0.4304426598766037,0,0.6969918624050513,0.4134518760366249,0.588012862713763,0.4758112341428833,0.0489525739585889,0,0.1125309166768112,1,1,0,2,1,0,0.5313792500633706,Medium
1,2025-01-16 01:00:00,104,0.5495221285423029,2,0.7256516291608324,0.5382135364533119,0.5014817216376684,0.4706668103826246,0.4410356403521867,1,0.9923417613385666,1,0,0,2,1,2,0.5810583834047027,High
1,2025-01-16 02:00:00,119,0.3137514356175603,2,0.8367905401533091,0.0493176313197276,0.8736497374566436,0.3881391447807629,0.451989152046871,0,0.1025243978261435,0,2,3,3,2,1,0.520325609108045,Medium
2,2025-01-16 03:00:00,107,0.8694923478245387,0,0.9749590895647864,0.0022979456539928,0.0838846153383826,0.8214092988414476,0.300477918967801,1,0.4147882496990135,0,1,1,3,2,1,0.5009437459526701,Medium
3,2025-01-16 04:00:00,142,0.4805011974608488,0,0.9761226060023288,0.245098887426236,0.6816985950931881,0.4510242598150062,0.5712862804021281,1,0.2380757952918852,1,2,0,2,2,2,0.5977768786427688,High
3,2025-01-16 05:00:00,175,0.1919787929238522,2,0.0650865414473202,0.6815085768424267,0.6802815770388279,0.6038653000500462,0.1497736396476785,0,0.9538176711244272,0,0,3,2,0,1,0.3620304905095957,Low
2,2025-01-16 06:00:00,100,0.1028447485332217,2,0.8222399313119686,0.1213863174284266,0.6692465485624636,0.8964309960045125,0.7839167589079781,0,0.635386379791954,0,2,2,1,1,0,0.37147076633067555,Low
2,2025-01-16 07:00:00,156,0.249813035852601,0,0.6465734655229909,0.1138725968696112,0.9426334933639128,0.8670752545493801,0.3323041357826224,0,0.5966783624572001,0,2,3,0,2,1,0.40820488054000015,Low
3,2025-01-16 08:00:00,163,0.236697723488929,0,0.6476064723183084,0.4114984903830355,0.8233287195798894,0.8913210260736166,0.5912838562527538,1,0.9974616458588736,0,2,1,0,1,1,0.4431769010543574,Medium
3,2025-01-16 09:00:00,183,0.4520169870282494,1,0.1282089664150498,0.6487154477403256,0.0418352524909111,0.2694369268019965,0.7156212388864691,0,0.6119949827502508,1,1,1,4,0,0,0.39065932676222714,Low
4,2025-01-16 10:00:00,127,0.2119706021135851,2,0.6504537261703189,0.7130427437130873,0.4711533984812939,0.0338587399453329,0.8890809507087061,1,0.6457685610506808,0,0,0,0,0,0,0.5738088295939876,High
4,2025-01-16 11:00:00,136,0.2673320216166167,2,0.9830086407825488,0.1786543068112765,0.3979881525384294,0.2604775970843143,0.8358088160460617,1,0.0436734264625532,1,2,2,4,2,0,0.518942610280164,Medium
2,2025-01-16 12:00:00,146,0.5408461017975268,1,0.912289445862178,0.0796496581427211,0.3101397514219555,0.2781598514766112,0.6082558550538799,0,0.85891046415778,1,1,1,3,1,2,0.5340108035352721,Medium
4,2025-01-16 13:00:00,175,0.4599017547920692,2,0.4392323995381439,0.9416960189634814,0.4513977005181054,0.9103039256308854,0.3882679332067194,1,0.9700803045381592,0,0,0,4,0,1,0.49428680860833263,Medium
1,2025-01-16 14:00:00,136,0.763434709448812,3,0.0397379770833059,0.2609882062271775,0.3842226113168707,0.6495713191330661,0.5031170506450957,0,0.9602904862817796,0,0,3,4,1,1,0.3631885067060357,Low
4,2025-01-16 15:00:00,148,0.361219184302134,2,0.3623352240507338,0.8545203412641506,0.432385663162718,0.0806906777927705,0.7687341974725108,0,0.2202127835958682,0,0,3,0,1,0,0.5545469181465392,Medium
4,2025-01-16 16:00:00,143,0.5280501865189947,1,0.8267944741770221,0.8646798782124528,0.979578765475134,0.1344922205664889,0.8775806077475947,0,0.2250281928584727,0,2,1,2,2,2,0.7884101225527916,High
1,2025-01-16 17:00:00,155,0.4866910461979505,3,0.701805732373487,0.7735802452814526,0.0885181206829405,0.1548377408404864,0.1035634039215274,0,0.3653253104874057,1,2,2,3,0,0,0.591892300675518,High
2,2025-01-16 18:00:00,127,0.402862109489766,0,0.4594611793220293,0.1690234141442363,0.9225201225482664,0.6307058348100487,0.3847298561439862,1,0.309422376084688,1,2,0,1,0,1,0.4431576481925288,Medium
1,2025-01-16 19:00:00,178,0.1971258713864727,1,0.0549033728726664,0.8229299546642718,0.4803116988045647,0.73594635208314,0.7761184217833212,1,0.3048215305917435,0,0,1,4,0,2,0.33924810400585287,Low
4,2025-01-16 20:00:00,105,0.3925456949279298,1,0.426986911112672,0.7703035089800808,0.6238867986166031,0.860469961778956,0.4315406927696377,0,0.6047770899016786,1,0,0,4,1,2,0.4734563788318137,Medium
2,2025-01-16 21:00:00,160,0.4175198760694795,0,0.4691500238802684,0.5975279191433951,0.8304275968759941,0.9416540980827472,0.332084109514577,0,0.805404813989185,0,2,3,4,0,1,0.474489083635103,Medium
4,2025-01-16 22:00:00,119,0.412964850740289,1,0.9290394796639696,0.3376338843002794,0.3604799512874241,0.2009750006408692,0.4112049644519164,1,0.9367197189162676,1,2,0,2,0,2,0.5769536020581038,High
1,2025-01-16 23:00:00,177,0.6326354822339545,2,0.6413455559864458,0.2628330762568783,0.430472744487675,0.3092984398688676,0.6027897829002566,1,0.0667868442853969,1,0,3,1,1,2,0.5392380204992968,Medium
1,2025-01-17 00:00:00,101,0.1607279582624798,0,0.3116551038100128,0.122011533652395,0.4095591832353402,0.2396846317632559,0.9998802780764118,0,0.2771527526665311,1,0,2,0,0,0,0.31797925496941476,Low
4,2025-01-17 01:00:00,172,0.7627146749049599,1,0.5254873099284041,0.5104369762129579,0.3747548614294095,0.3584033506225443,0.4929014627655377,1,0.25416095450861,0,1,2,3,0,2,0.5765906180719623,High
3,2025-01-17 02:00:00,136,0.8914606351439179,0,0.0658656996986077,0.58604932693875,0.9258201733608612,0.9156212487608753,0.2083102686690321,1,0.3567076932175095,0,1,3,2,1,0,0.5080712877883793,Medium
3,2025-01-17 03:00:00,119,0.0684600386392571,0,0.9730865533918328,0.3598026631012878,0.8291739139926405,0.5752658825571122,0.162647408577985,1,0.4236812192603338,1,2,1,1,0,2,0.5204333853433593,Medium
1,2025-01-17 04:00:00,125,0.6046976967797651,0,0.36009989169861,0.4759895274126174,0.1088950092003671,0.738730791800075,0.0421110897435348,1,0.3884769405516199,0,0,3,3,2,0,0.3919219352121611,Low
1,2025-01-17 05:00:00,128,0.3027060834572341,3,0.477999344409399,0.363984132486551,0.108017946843275,0.4900715965938087,0.5587478416741964,0,0.9521169128024216,0,0,0,0,1,0,0.36066513600138844,Low
3,2025-01-17 06:00:00,100,0.5231657481681965,1,0.3553202343252366,0.6418746464293799,0.4279191139182389,0.0277196842503206,0.5444980296121651,1,0.4364911083404628,1,1,0,3,0,2,0.5580263393594219,Medium
3,2025-01-17 07:00:00,134,0.3853041728617089,3,0.6828035331595386,0.902501929394468,0.0985473822379029,0.063140807787974,0.2050486518992189,0,0.5510896746741963,0,0,0,4,2,0,0.6028382985516948,High
4,2025-01-17 08:00:00,169,0.163402213299383,1,0.662508124385977,0.1641030062548646,0.6192353945999681,0.5379884172954583,0.6953047530294092,0,0.7483628652332044,0,2,1,4,1,1,0.4014852322679894,Low
4,2025-01-17 09:00:00,158,0.7191208678697661,2,0.7156397364376625,0.3819042094300618,0.1436034442011726,0.7192820538707678,0.7410973911412733,0,0.7247865977356355,1,1,2,2,0,1,0.49871920151243027,Medium
3,2025-01-17 10:00:00,168,0.7584278540967406,2,0.2681114386165952,0.1410182097540836,0.5224686760140825,0.2146331875330798,0.2589305837121163,1,0.5824986849591437,1,0,2,3,1,2,0.48101378840130105,Medium
4,2025-01-17 11:00:00,132,0.1522077349738695,2,0.3156738042062927,0.6257892688320197,0.0070656259993909,0.722409971132759,0.3439600003483229,1,0.8606939874577512,1,0,0,4,2,2,0.2848265867914393,Low
4,2025-01-17 12:00:00,150,0.0072315061297531,1,0.1251078510229573,0.7298654100219157,0.3165920051145198,0.8113760225650066,0.9905437473841884,0,0.6237640573387079,1,2,1,2,1,2,0.25484031867498774,Low
2,2025-01-17 13:00:00,177,0.8562612957505721,0,0.6557806883251998,0.9331995208263172,0.6773611872344695,0.4116648941402876,0.3741345901995061,1,0.8746372430995348,0,0,0,2,0,1,0.7545048441483337,High
4,2025-01-17 14:00:00,111,0.4854201351483694,0,0.0395870133322826,0.2792199216952173,0.4841157687829277,0.7469775797335771,0.7607984758879378,0,0.3019692724671398,0,1,2,2,2,2,0.2976664998166091,Low
1,2025-01-17 15:00:00,119,0.8653502016541876,3,0.5979078924926866,0.9515242994563604,0.9785859047854204,0.4037787644085184,0.4526212633835833,0,0.1310257464426708,1,1,3,0,1,2,0.7923404544845261,High
4,2025-01-17 16:00:00,152,0.331940376243089,3,0.8701338661795934,0.0633007135543997,0.8743697180107065,0.6787480374058388,0.7933522975251337,1,0.8193336784943104,1,0,0,4,0,0,0.4925219554072807,Medium
4,2025-01-17 17:00:00,187,0.7919178069995816,2,0.891286635623334,0.6038278359813242,0.3590870262543492,0.7645969565611683,0.7690227374100198,1,0.3818155265259485,0,0,0,4,0,2,0.6307401883059709,High
3,2025-01-17 18:00:00,142,0.1866291699682161,3,0.4491472358842983,0.0571619488326113,0.0453507711267451,0.993065433961168,0.667722335012378,1,0.650699062219122,0,0,0,1,2,1,0.17821929180448742,Low
1,2025-01-17 19:00:00,197,0.0545968696859892,1,0.4594211807292998,0.8950061491090232,0.8458784169033952,0.34500684572209,0.8548059498758944,0,0.7370274227022439,0,0,2,0,2,1,0.5326364781028227,Medium
4,2025-01-17 20:00:00,188,0.4724750937046501,1,0.0767880978898205,0.5305177925499784,0.9115182321755524,0.4108061708075907,0.9392737724528356,0,0.3259422488208033,1,1,1,4,1,2,0.46852616561380755,Medium
4,2025-01-17 21:00:00,149,0.2949793449132397,3,0.6710476550969842,0.6702576839423012,0.820867391381715,0.1648051857854944,0.5799208640756879,1,0.5046057120576058,1,2,3,4,0,1,0.6239676176304493,High
2,2025-01-17 22:00:00,128,0.2459090463938177,3,0.8216595760670027,0.8327164699392219,0.1278541467050529,0.203349101654187,0.2372941968740167,0,0.8948287059472309,1,1,3,1,2,0,0.5721112063606794,High
4,2025-01-17 23:00:00,156,0.2343640102919311,3,0.2446049209182752,0.1504738018631137,0.998241076902766,0.6938279809197614,0.3985070690910111,0,0.8796775708403085,1,0,3,3,0,0,0.345498957572625,Low
4,2025-01-18 00:00:00,138,0.5520428058866997,3,0.4213886965036142,0.0385941371895685,0.2585517554706252,0.918007359818688,0.7583016996321734,0,0.7490875162418178,0,0,0,3,1,2,0.30215836238328275,Low
2,2025-01-18 01:00:00,194,0.9121880592231194,2,0.8392532211963799,0.880091697448718,0.7243981676374344,0.3943314816160665,0.6508442652152431,1,0.7624857601432283,1,1,2,0,2,2,0.8133886624978236,High
3,2025-01-18 02:00:00,155,0.848697037953722,2,0.8775642470920197,0.3153330635888971,0.908317247193465,0.1790632048369191,0.1776040720807647,1,0.8975898938748892,1,1,3,2,1,0,0.7540200403326967,High
4,2025-01-18 03:00:00,142,0.5763681769215018,3,0.2431286946435493,0.1291114214432764,0.2356435483210805,0.2845671186155636,0.0510037969103622,1,0.7360474586612581,0,0,0,1,1,0,0.3733579666357456,Low
2,2025-01-18 04:00:00,149,0.2432859839210833,1,0.5507594004283289,0.4690817806947631,0.9085410339683048,0.4549211528751653,0.6829328867533415,0,0.3388323233037079,1,1,1,1,2,2,0.5103706843902767,Medium
1,2025-01-18 05:00:00,122,0.999084098254111,2,0.1924022819969275,0.5991132805317848,0.3094737868399841,0.2901310727791544,0.2509087741926896,1,0.119771486326002,0,0,0,4,1,1,0.570595658278241,High
3,2025-01-18 06:00:00,143,0.3853943162899191,1,0.1017171317354292,0.0309622230018443,0.9767287413017272,0.2329248893496256,0.499581465943852,0,0.421228165262232,1,1,3,4,0,2,0.38954088439952117,Low
1,2025-01-18 07:00:00,137,0.9169222585269008,0,0.9115908325702318,0.275237937522128,0.2812385469412004,0.7365181641158478,0.7467389703615703,0,0.0862927687699793,0,0,3,1,2,2,0.5938839177025117,High
1,2025-01-18 08:00:00,183,0.7925610526971805,1,0.8209070727301342,0.0327941235637168,0.9537402048253072,0.0066570097979408,0.5625986490432053,0,0.1147536703153399,0,1,1,2,0,2,0.701988335323677,High
2,2025-01-18 09:00:00,122,0.0419122425904327,3,0.7603872452500076,0.4208867484600278,0.05341278691092,0.5392990047603694,0.0830773470578327,1,0.9501394658897024,0,0,2,3,1,2,0.3618692889746982,Low
4,2025-01-18 10:00:00,144,0.6831135762680176,0,0.0485632091474317,0.8963338964048796,0.7094580274132538,0.7944371008074811,0.1853885206997363,0,0.6755307146159498,1,2,1,0,2,2,0.4994391146257041,Medium
2,2025-01-18 11:00:00,151,0.461419725607856,2,0.8441464954788955,0.9840121416343084,0.5322112665526353,0.2656512871378675,0.2191475283316863,1,0.8514597821658778,1,2,1,3,0,2,0.7131779805107646,High
2,2025-01-18 12:00:00,179,0.9584472182405784,2,0.4381449660886651,0.6379104519803809,0.4779509185653792,0.6035114515028195,0.2576962275656373,0,0.6425040262214996,1,1,3,0,0,2,0.6078960565377709,High
2,2025-01-18 13:00:00,149,0.2314148734430783,0,0.3424213180550652,0.1618171566376297,0.2234448374909658,0.6692751690934193,0.5653361572207678,1,0.4178801481392862,1,2,3,2,0,1,0.25894792946169376,Low
2,2025-01-18 14:00:00,107,0.1229934740609503,1,0.5466619295590174,0.9070987103119248,0.705780023382302,0.655366953365272,0.5038784098378539,1,0.0240347659933448,1,0,2,1,0,2,0.5063955534699314,Medium
3,2025-01-18 15:00:00,184,0.822944952413173,2,0.09118339059235,0.5169370634378505,0.1907441699216833,0.4456973252235321,0.2029740837972313,1,0.9558110938894752,1,1,3,2,0,0,0.4436765251436735,Medium
4,2025-01-18 16:00:00,100,0.1676233740796467,3,0.7569962467229676,0.1539174348439569,0.5529519783911414,0.3461909646182057,0.0673244463157562,1,0.0698624622938833,0,1,1,1,1,2,0.44295254423538527,Medium
1,2025-01-18 17:00:00,107,0.9807349026450976,0,0.5826487267700051,0.9229988144873348,0.2532103088170876,0.8366940419172435,0.1712358515850713,1,0.6097292748033522,1,0,1,4,1,1,0.6379231102862192,High
1,2025-01-18 18:00:00,128,0.0495877885702584,3,0.1864946183447489,0.7585050637017509,0.9559268193495776,0.7590327394400125,0.9844513916312918,1,0.1011700971788672,1,0,2,0,1,0,0.39025572645553674,Low
4,2025-01-18 19:00:00,195,0.9411163095057914,0,0.1881380036129774,0.7327042484310597,0.0284872524519826,0.3208082778116703,0.468447971812522,1,0.2833292336890205,0,0,3,4,1,2,0.535006274161951,Medium
1,2025-01-18 20:00:00,104,0.823090739932871,2,0.1841513445323386,0.7101472988259343,0.1996672821855038,0.1020563096014162,0.8673772269804958,1,0.1848829961507538,0,1,3,1,1,2,0.5584816267691024,Medium
4,2025-01-18 21:00:00,185,0.1744097274774975,1,0.0568057097041425,0.20057492102132,0.2422702512760682,0.0707708649130816,0.8487780953573034,0,0.5532165251844321,1,0,1,0,1,0,0.273643751454122,Low
1,2025-01-18 22:00:00,146,0.1697890421203515,0,0.5880162876879895,0.2112571260206587,0.4141107341298907,0.0932924209138557,0.5114346631128932,0,0.8869682726202168,0,2,1,0,1,2,0.42982550463862224,Low
2,2025-01-18 23:00:00,133,0.1030628733718538,0,0.8407632403232173,0.6892295658906691,0.2326852424448597,0.5830410166929734,0.706666777550863,0,0.6352185550135336,1,1,3,4,0,1,0.47124907546468453,Medium
1,2025-01-19 00:00:00,164,0.0557375735614889,3,0.0172706860265885,0.2199857143799221,0.4914294625962083,0.0505778643148659,0.1925626447703563,0,0.6638179703651279,0,0,0,0,1,2,0.27837694751520514,Low
